Name,Value, Ball Control, Dribbling, Marking, Slide Tackle, Stand Tackle, Aggression, Reactions, Att. Position, Interceptions, Vision, Composure, Crossing, Short Pass, Long Pass, Acceleration, Stamina, Strength, Balance, Sprint Speed, Agility, Jumping, Heading, Shot Power, Finishing, Long Shots, Curve, FK Acc., Penalties, Volleys, GK Positioning, GK Diving, GK Handling, GK Kicking, GK Reflexes,Tag
3246,1250000,72,77,44,39,46,55,72,69,38,63,59,65,63,53,91,71,73,61,90,79,73,45,78,64,74,68,63,69,71,9,14,15,8,14,1
3247,900000,64,66,70,74,72,75,70,44,70,54,69,70,66,64,72,79,76,64,71,71,74,64,62,20,43,67,32,44,43,13,10,9,10,13,3
3248,2000000,73,73,57,55,58,51,58,67,61,73,67,68,72,70,80,75,60,76,78,80,65,51,72,67,76,69,65,77,69,7,10,15,16,16,1
3249,20000000,70,74,36,35,46,59,67,73,38,65,61,58,69,54,58,59,85,41,61,48,62,75,71,74,63,55,58,69,72,16,11,16,11,11,4
3250,1500000,68,62,25,29,21,83,66,77,29,53,65,29,60,37,52,58,86,43,54,33,77,87,74,75,54,49,43,76,73,8,11,10,12,9,4
3251,20000000,74,71,72,67,74,66,74,65,63,76,73,69,73,68,69,65,65,72,71,88,69,59,74,65,67,71,66,61,76,15,13,16,11,11,1
3252,20000000,73,69,67,72,70,64,76,55,71,67,65,76,71,68,71,65,69,64,72,69,68,53,60,51,54,59,55,50,58,10,6,13,6,15,4
3253,20000000,75,76,45,49,50,63,69,67,49,70,68,71,67,58,75,74,72,73,77,72,58,56,84,68,74,78,78,57,70,10,7,6,14,8,1
3254,2500000,24,18,15,13,14,30,69,11,14,31,37,19,35,37,29,26,52,38,33,39,61,17,23,19,16,12,17,24,19,71,70,72,66,74,2
3255,20000000,73,71,41,33,36,66,71,73,43,64,72,65,68,49,71,73,68,62,77,69,67,54,77,73,64,64,36,56,73,16,13,15,15,13,4
3256,20000000,73,74,29,35,38,61,70,71,47,65,62,70,65,56,81,66,59,78,89,77,77,54,80,61,64,67,56,57,63,14,13,10,16,11,1
3257,2000000,68,69,71,69,76,82,65,28,70,54,50,59,70,65,75,80,89,56,76,58,91,70,71,27,49,30,55,25,25,10,9,12,9,12,3
3258,2000000,72,63,53,60,67,83,72,75,59,74,71,68,71,67,53,90,82,52,50,55,82,80,82,68,71,42,45,71,73,10,12,7,14,16,4
3259,20000000,70,67,15,12,17,71,69,71,33,44,70,41,53,29,86,70,84,75,78,82,82,63,73,73,66,50,35,69,64,13,12,7,10,14,1
3260,2000000,71,67,61,71,71,78,70,64,73,63,71,63,72,68,61,78,74,70,55,70,69,65,71,45,65,64,50,34,59,12,10,9,12,15,4
3261,2500000,66,64,28,34,32,59,76,78,54,59,71,46,67,49,59,65,79,45,64,46,61,75,72,73,65,53,47,59,71,13,10,15,8,6,4
3262,20000000,25,17,12,15,19,29,67,14,16,16,57,20,16,14,28,37,73,41,39,21,59,16,18,14,18,17,12,20,12,75,71,72,64,68,2
3263,1800000,71,70,69,72,70,57,60,61,69,65,65,71,69,65,77,81,65,80,80,73,68,66,69,52,67,63,48,54,50,11,7,11,8,12,3
3264,20000000,19,12,12,12,15,35,66,14,19,61,58,18,41,45,54,30,73,28,36,49,66,14,19,12,15,18,14,22,13,76,69,65,77,74,2
3265,20000000,58,44,67,68,75,70,66,30,70,37,60,36,66,68,62,69,78,58,67,62,72,76,46,24,43,52,68,52,19,8,14,7,14,6,4
3266,750000,73,74,72,74,75,70,71,64,71,53,58,75,69,67,72,65,73,62,72,61,75,48,87,42,75,76,78,48,49,15,11,14,16,11,3
3267,1000000,74,73,72,69,70,74,68,74,69,68,67,73,74,73,75,77,64,70,75,81,61,57,65,61,54,72,76,61,69,9,7,13,13,15,1
3268,2500000,73,68,61,60,68,86,73,65,65,68,75,66,75,73,54,81,78,58,55,58,70,71,69,61,60,50,54,47,63,15,13,9,14,12,4
3269,1000000,50,48,75,74,79,75,72,29,69,48,73,62,64,63,50,63,71,56,52,65,71,65,73,43,64,67,74,41,49,13,12,13,14,6,3
3270,20000000,67,61,70,70,71,66,70,61,71,53,65,71,65,66,79,77,72,71,82,71,80,66,61,44,48,56,32,46,46,6,11,15,8,8,3
3271,750000,77,70,30,43,47,56,74,73,46,77,72,64,75,61,76,68,58,87,68,89,71,22,67,57,69,62,66,63,66,11,10,14,11,6,4
3272,3000000,76,67,60,54,56,84,74,69,61,74,74,66,76,75,67,89,62,75,70,76,54,51,73,59,64,70,72,51,64,9,7,16,7,14,1
3273,300000,70,72,61,64,69,70,75,77,69,68,72,67,71,66,72,84,81,65,72,70,81,74,76,70,72,64,55,62,71,6,14,12,9,12,1
3274,2300000,69,71,61,67,71,84,71,66,68,70,73,67,79,64,78,82,69,76,76,76,66,53,74,57,70,74,53,62,67,10,9,13,9,9,1
3275,2300000,70,71,70,70,72,69,70,68,73,69,70,67,70,64,73,80,67,74,67,74,76,58,60,45,59,65,58,61,43,12,15,14,11,9,3
3276,1500000,73,75,67,73,71,78,69,58,62,64,71,77,76,69,75,74,68,78,68,73,66,59,69,36,67,77,72,66,60,10,10,10,9,10,4
3277,20000000,68,65,32,29,30,70,67,72,40,47,68,41,64,48,62,70,83,50,68,50,60,71,80,73,71,63,54,74,62,7,14,16,16,16,4
3278,20000000,74,72,44,43,47,76,62,66,43,74,73,65,70,71,82,75,72,65,79,79,74,42,73,67,71,72,66,66,68,15,6,14,15,13,1
3279,600000,79,76,19,19,23,73,70,73,25,70,66,69,70,52,83,66,69,83,79,83,75,57,69,69,58,70,61,65,69,12,14,15,11,6,1
3280,20000000,70,64,69,63,68,70,74,63,71,57,64,63,75,70,70,80,73,68,73,74,69,56,78,58,74,59,54,44,55,14,13,14,12,8,4
3281,20000000,72,69,31,25,32,50,64,65,33,67,61,70,69,62,84,74,81,68,84,79,60,55,71,74,70,64,66,68,65,10,6,15,15,6,4
3282,20000000,59,48,69,76,71,79,64,39,70,34,78,48,67,68,66,73,76,76,69,55,75,73,69,41,43,64,50,61,52,12,12,9,8,11,3
3283,20000000,70,74,13,26,22,51,58,69,19,75,63,66,71,68,76,56,66,70,72,74,53,34,70,66,74,69,64,56,48,6,8,14,6,12,4
3284,20000000,73,76,38,40,39,42,74,72,40,66,57,67,65,59,78,68,57,63,76,75,58,31,71,69,57,65,58,65,64,8,11,9,6,13,4
3285,20000000,46,37,80,66,78,70,78,25,59,22,65,26,56,35,49,31,90,50,54,52,39,78,38,21,22,28,23,45,31,10,15,9,8,7,4
3286,20000000,63,63,73,72,75,59,65,55,73,56,59,68,67,57,65,71,72,74,68,61,73,71,63,39,42,46,42,44,32,13,8,14,16,7,3
3287,20000000,17,19,18,18,17,34,67,11,20,28,49,12,29,25,40,42,68,40,46,69,61,13,22,13,11,14,17,24,15,69,73,75,74,70,2
3288,20000000,73,74,35,46,43,69,71,73,36,69,64,67,66,51,79,67,73,68,82,73,50,48,77,69,64,69,51,75,59,11,8,7,16,13,4
3289,20000000,70,80,40,59,66,53,60,72,58,71,67,60,73,68,74,63,52,86,76,68,67,65,67,67,65,45,70,65,62,15,12,13,6,6,4
3290,20000000,69,71,35,44,34,55,62,62,28,77,71,77,76,70,79,71,35,89,79,90,48,37,56,64,53,67,66,65,49,13,13,16,16,12,4
3291,20000000,72,64,18,22,17,82,67,70,24,58,57,54,64,45,73,67,79,51,72,62,76,76,66,76,61,57,40,68,59,7,8,9,7,7,4
3292,20000000,9,8,9,20,22,20,66,9,17,41,40,30,40,40,39,38,81,37,35,32,33,20,40,20,27,20,9,9,20,79,65,77,65,68,2
3293,20000000,63,77,18,21,24,46,68,66,34,72,57,73,67,57,91,58,38,87,90,91,80,44,63,65,66,58,52,53,49,14,9,8,14,9,4
3294,20000000,70,75,38,45,40,70,73,71,37,66,66,71,64,58,86,64,58,80,83,77,64,49,71,59,53,52,44,66,54,6,14,16,8,13,4
3295,20000000,60,46,69,73,76,71,71,33,74,38,55,37,44,42,73,73,68,51,62,65,88,75,46,33,37,38,33,43,34,8,12,14,8,12,3
3296,20000000,68,61,68,71,74,73,69,38,70,64,68,50,69,68,76,88,73,63,78,67,74,73,78,44,68,57,29,35,66,7,13,14,7,13,3
3297,20000000,66,60,25,20,18,64,64,74,22,53,62,35,62,21,71,62,81,55,79,51,64,73,82,70,64,33,22,63,55,12,12,9,8,7,4
3298,20000000,53,31,76,64,70,66,75,25,83,28,42,26,54,46,65,58,71,66,65,47,78,71,32,16,25,23,24,38,21,9,8,15,14,13,3
3299,20000000,67,58,75,62,73,65,76,67,70,64,70,50,68,65,49,83,85,54,50,50,44,72,54,41,39,36,32,48,41,15,15,12,15,15,4
3300,20000000,71,57,74,77,73,66,63,43,67,31,40,75,74,55,65,70,60,65,69,59,59,69,48,28,30,57,60,40,25,11,10,12,14,9,3
3301,20000000,71,70,57,64,68,61,63,63,67,71,66,78,75,76,57,71,66,61,63,62,55,55,78,58,73,72,71,68,44,10,8,14,13,15,4
3302,20000000,71,75,36,35,42,56,66,72,41,67,63,64,70,61,83,55,71,75,73,81,63,59,80,69,80,71,64,55,59,14,15,8,9,16,4
3303,20000000,72,74,41,48,44,56,71,66,54,72,68,67,73,64,75,85,59,85,71,81,58,49,64,67,65,63,65,68,67,7,9,15,9,16,4
3304,20000000,73,77,25,26,28,56,64,66,19,65,55,65,68,59,90,68,45,81,86,90,59,45,71,61,71,69,66,59,58,13,11,10,9,7,1
3305,20000000,68,62,64,70,72,76,66,47,70,40,41,53,66,70,74,77,80,70,78,74,82,75,74,45,70,70,72,46,32,7,9,10,9,6,3
3306,20000000,70,80,33,29,30,59,62,71,24,65,60,73,61,55,90,58,56,78,90,79,52,49,74,71,63,57,55,62,65,13,13,12,11,10,4
3307,20000000,70,77,19,29,27,38,67,69,19,74,52,60,71,57,85,56,58,83,88,86,76,34,81,64,51,44,35,51,47,9,6,14,13,8,4
3308,20000000,72,75,15,17,16,32,62,79,16,61,53,65,66,53,82,62,63,72,81,73,67,58,65,78,56,50,38,68,62,12,14,6,8,6,4
3309,20000000,75,73,59,61,65,63,67,63,63,69,62,61,76,73,60,76,72,51,65,55,66,69,70,60,67,62,55,59,56,14,7,9,14,12,4
3310,20000000,76,71,55,66,60,71,70,65,65,71,71,51,77,74,79,79,64,93,75,85,31,32,62,50,47,53,32,48,50,7,5,5,13,9,4
3311,20000000,72,66,64,61,65,70,66,65,62,72,64,65,75,77,63,74,79,66,69,66,65,63,79,60,76,66,71,61,64,11,9,11,16,15,4
3312,20000000,76,78,20,30,22,62,61,69,22,62,50,70,72,70,79,68,57,73,78,82,41,42,74,60,73,69,74,57,62,7,13,12,8,7,4
3313,20000000,24,19,14,17,12,18,75,20,24,45,26,14,27,24,49,39,67,48,48,30,60,17,21,13,21,18,15,24,17,65,75,65,77,75,2
3314,20000000,73,60,23,26,23,71,64,76,34,52,59,30,60,31,46,80,85,51,63,55,77,83,77,74,57,36,37,55,63,16,11,9,14,12,4
3315,20000000,25,16,10,9,11,19,68,20,23,35,38,9,32,27,52,31,65,54,54,45,75,18,21,9,11,12,14,23,10,72,76,64,71,74,2
3316,20000000,71,69,11,15,15,32,67,76,17,45,61,41,59,33,86,77,70,75,85,81,77,71,65,73,50,67,41,65,69,15,8,14,13,15,1
3317,20000000,69,66,19,29,28,73,74,81,19,56,70,62,61,49,66,74,77,45,76,59,57,63,72,71,64,55,48,69,63,6,12,8,10,12,4
3318,20000000,59,48,74,70,73,72,67,13,70,19,42,27,55,56,51,65,79,34,65,45,80,72,55,22,41,29,33,34,26,15,9,12,7,15,4
3319,50000,71,61,68,71,73,70,70,48,71,50,65,73,68,65,69,75,55,62,69,66,53,63,62,30,43,62,32,40,49,9,9,13,13,10,4
3320,20000000,73,69,67,64,69,64,70,59,77,72,69,63,74,72,75,78,52,68,71,74,65,59,52,53,58,42,44,47,42,14,7,14,6,11,4
3321,20000000,71,63,72,61,69,70,74,60,68,62,74,49,73,68,68,87,75,64,70,68,82,71,62,42,63,51,53,45,43,6,6,9,16,15,4
3322,20000000,72,66,23,24,33,43,67,70,29,61,64,56,64,47,71,67,76,67,72,75,71,63,79,73,75,74,75,68,72,13,8,14,8,13,4
3323,1000000,67,66,29,21,24,75,66,73,26,47,59,54,65,58,65,67,82,42,66,71,66,73,83,71,76,66,64,72,72,12,9,7,8,9,1
3324,20000000,59,47,76,72,74,76,54,31,67,57,57,34,73,63,51,60,75,47,53,41,63,72,59,34,42,41,32,52,31,7,8,11,8,9,4
3325,20000000,71,67,64,69,75,88,69,54,79,61,52,46,67,59,74,81,77,76,72,72,68,59,74,36,54,45,37,38,41,15,9,15,10,8,3
3326,20000000,75,80,22,22,21,34,70,67,19,73,65,55,66,55,86,71,58,79,81,90,50,39,68,63,65,66,63,60,55,7,7,15,13,7,4
3327,20000000,75,73,25,40,27,75,73,70,23,58,66,67,59,47,75,75,73,59,81,72,56,66,75,68,66,49,39,63,76,16,12,12,16,9,1
3328,20000000,66,62,29,27,22,80,67,72,25,53,62,37,58,35,63,66,84,47,55,46,66,83,78,72,70,38,34,70,67,7,15,7,12,9,4
3329,20000000,77,79,30,31,29,33,59,60,28,57,57,72,70,62,87,65,45,79,85,79,45,51,70,62,55,69,46,59,55,10,15,6,10,7,4
3330,20000000,73,76,48,46,55,70,70,68,50,65,60,66,73,67,77,62,67,68,75,79,60,62,80,63,73,75,73,59,49,10,15,13,12,11,1
3331,20000000,75,73,44,57,65,72,67,65,62,73,58,68,74,70,75,80,54,91,73,76,74,51,63,52,68,67,73,46,53,13,9,13,12,15,4
3332,20000000,67,63,69,67,70,64,68,55,68,49,59,61,70,57,84,77,67,63,91,65,84,67,47,38,31,48,22,26,33,7,8,12,10,7,3
3333,20000000,66,73,74,75,74,45,63,61,61,67,73,69,62,58,92,72,55,80,91,72,71,57,30,41,33,40,41,39,35,7,13,6,15,13,3
3334,20000000,67,71,55,45,58,65,80,72,48,62,52,73,67,74,73,84,61,80,82,72,61,44,57,62,45,66,41,49,59,13,7,9,6,16,4
3335,20000000,75,75,65,51,62,65,70,64,65,69,69,72,75,73,76,70,72,69,72,79,62,65,75,68,75,72,67,68,68,7,14,15,7,14,1
3336,800000,74,73,40,36,45,47,68,66,54,82,59,70,74,69,70,71,45,79,70,74,71,59,63,56,82,68,80,42,42,13,10,14,12,7,4
3337,20000000,76,77,20,19,23,58,64,66,26,73,68,58,66,61,77,67,46,82,73,84,62,51,66,68,68,64,49,62,61,9,14,13,9,8,4
3338,20000000,74,72,17,18,21,59,76,76,22,58,58,67,64,61,76,75,62,70,80,70,68,58,79,71,73,65,71,69,52,13,8,9,15,14,1
3339,20000000,70,60,70,70,72,85,70,55,71,62,69,43,72,68,73,78,64,85,67,72,69,58,61,41,42,48,47,49,37,12,9,10,12,11,3
3340,20000000,71,74,19,21,24,83,58,75,32,73,59,75,68,63,79,62,71,67,80,77,53,41,73,72,75,79,82,72,53,6,12,6,7,9,1
3341,20000000,69,75,23,24,23,33,69,67,24,54,59,59,55,47,79,38,67,76,77,75,78,69,76,77,64,68,57,66,59,7,12,16,7,6,4
3342,20000000,73,70,68,76,76,66,60,60,60,60,64,72,69,63,79,79,69,73,79,75,55,68,76,42,76,76,59,59,69,9,7,5,8,5,1
3343,2000000,74,72,21,21,23,65,72,70,34,59,69,59,66,51,78,72,63,75,76,78,55,68,75,72,70,63,48,65,73,12,13,13,16,9,1
3344,20000000,55,43,74,73,75,72,68,15,76,21,63,25,55,53,55,55,69,54,55,34,62,76,38,11,19,15,20,23,13,14,9,8,9,11,3
3345,20000000,65,60,70,70,76,68,78,30,74,32,73,53,62,61,74,71,70,65,73,73,76,69,57,38,42,42,28,33,25,16,7,11,7,9,3
3346,1200000,68,65,17,20,20,81,64,79,21,55,65,22,56,27,78,69,90,42,69,51,55,70,74,75,44,44,24,54,47,15,12,14,13,8,4
3347,20000000,71,72,19,18,21,55,74,69,25,60,67,53,66,59,75,66,81,61,77,64,78,64,72,70,65,63,27,68,62,7,14,16,15,13,4
3348,20000000,74,72,55,59,58,71,74,64,64,71,57,56,74,70,68,79,60,70,67,63,62,53,72,37,74,53,48,48,56,10,9,7,7,14,4
3349,20000000,76,79,25,18,29,43,66,66,28,59,65,62,66,57,81,71,66,53,87,71,69,62,68,71,60,55,44,69,45,15,7,9,16,7,4
3350,20000000,72,68,56,57,65,64,74,72,38,67,66,58,72,70,75,85,75,66,72,80,78,62,73,63,72,59,38,50,51,13,8,9,11,15,4
3351,20000000,70,67,31,23,26,87,70,74,25,61,64,49,72,52,54,71,82,42,69,67,70,70,75,73,60,59,49,58,61,15,6,12,13,9,4
3352,20000000,74,76,41,37,41,46,64,65,30,76,67,70,75,67,74,70,52,82,67,87,53,44,73,60,64,65,49,60,58,10,11,14,8,9,4
3353,20000000,61,46,70,65,69,81,68,28,69,35,65,33,67,61,55,72,78,54,59,42,84,75,41,30,25,30,26,35,29,6,9,15,13,15,4
3354,20000000,20,16,18,18,15,20,68,13,19,18,19,14,23,22,27,19,36,21,20,21,34,18,19,15,17,14,19,19,16,77,75,68,73,66,2
3355,20000000,71,65,21,20,23,38,73,81,21,61,61,54,65,39,87,65,62,76,78,74,69,57,66,76,61,72,42,69,67,7,15,11,14,9,4
3356,20000000,60,54,70,68,75,83,65,41,70,45,54,30,63,55,68,60,82,71,70,61,78,63,39,29,36,29,27,40,19,12,16,8,13,12,4
3357,20000000,73,76,41,42,49,52,69,68,53,72,63,73,72,67,78,51,46,90,72,76,54,52,68,64,65,65,52,63,59,12,11,10,9,11,4
3358,20000000,67,63,68,70,71,73,72,32,76,62,56,66,68,69,75,90,71,77,70,67,78,56,63,39,58,45,46,48,37,15,12,16,13,10,3
3359,20000000,72,75,39,47,53,55,75,73,36,70,73,60,69,59,80,77,65,81,79,83,65,61,69,66,66,65,59,69,60,8,7,9,12,7,1
3360,20000000,74,70,38,51,49,41,66,75,27,70,53,58,70,63,82,59,58,78,83,79,56,51,69,61,66,50,46,51,51,11,9,11,14,12,4
3361,20000000,75,74,11,22,20,62,64,68,16,68,70,69,66,56,75,75,79,65,85,75,79,71,72,70,67,56,46,61,70,15,11,9,7,14,1
3362,20000000,18,11,12,13,14,17,69,12,15,11,34,12,22,13,52,21,71,42,48,68,80,14,14,13,11,14,12,19,11,72,73,65,62,78,2
3363,20000000,52,30,72,68,72,85,65,27,70,39,50,36,55,60,60,70,80,72,66,39,64,78,65,28,23,35,40,55,36,14,10,15,6,7,4
3364,20000000,59,58,69,69,71,71,69,38,71,40,70,40,63,64,71,68,80,60,76,60,82,70,51,29,50,35,25,26,30,12,14,7,14,8,3
3365,20000000,75,75,57,58,47,42,65,69,53,55,69,72,70,66,91,80,65,85,81,82,61,48,56,50,50,71,53,47,52,9,6,6,9,10,4
3366,20000000,56,48,74,75,76,72,65,36,69,26,58,59,59,55,77,75,70,76,77,71,87,66,71,42,57,21,22,38,38,8,7,9,12,14,3
3367,350000,59,68,15,18,24,38,71,74,18,53,47,43,67,33,68,74,68,59,68,64,76,78,78,76,66,54,61,71,57,6,9,10,10,7,4
3368,600000,74,76,31,38,33,43,66,62,19,70,63,60,66,68,90,53,48,85,81,82,52,36,70,68,71,46,67,50,53,13,6,8,13,8,4
3369,20000000,61,59,71,73,70,72,64,36,76,43,66,43,67,68,55,67,80,59,63,54,64,68,61,40,36,57,46,58,33,13,8,15,16,12,4
3370,20000000,71,70,71,70,71,76,70,63,71,57,67,66,71,63,74,80,61,74,75,73,74,56,66,48,51,61,47,53,40,15,6,9,14,13,3
3371,20000000,77,81,23,26,31,48,66,71,27,62,59,64,68,52,83,62,63,75,82,79,67,56,73,69,67,68,65,66,66,11,9,9,11,14,1
3372,20000000,75,75,51,63,59,56,66,66,42,65,62,71,77,71,76,68,61,66,76,74,48,55,68,56,67,63,52,57,57,12,13,13,13,8,4
3373,20000000,71,71,51,58,59,69,72,60,64,75,69,74,75,72,74,80,65,76,73,79,58,42,77,61,75,75,76,72,60,11,10,11,16,13,4
3374,1000000,70,68,70,63,75,68,71,60,74,66,70,49,73,69,62,87,78,67,67,59,58,68,77,58,75,52,44,57,56,9,7,7,7,9,3
3375,20000000,68,63,19,17,23,66,68,76,21,45,64,44,58,38,69,68,72,50,72,62,72,75,75,74,62,44,44,61,65,9,10,15,15,14,4
3376,20000000,54,52,70,67,76,74,68,32,74,22,70,29,64,48,45,63,91,33,53,35,40,70,68,35,37,29,35,43,23,11,15,8,11,10,1
3377,2000000,65,66,72,67,73,74,66,61,67,51,61,59,73,70,55,74,86,41,51,52,49,71,75,49,67,48,41,62,55,9,9,13,14,16,4
3378,20000000,72,72,71,61,71,51,59,67,85,68,59,67,74,65,77,86,59,81,72,82,70,61,57,59,71,38,71,59,37,14,9,6,10,12,3
3379,20000000,57,48,62,72,68,83,71,53,59,65,56,73,62,67,88,91,67,68,90,68,54,59,65,27,25,34,34,39,58,15,14,15,16,6,4
3380,20000000,71,72,68,69,70,72,78,56,60,60,66,62,64,59,93,84,62,73,89,75,55,57,67,56,64,51,40,62,51,6,12,7,15,14,4
3381,20000000,72,68,72,72,73,78,73,62,73,66,66,66,77,74,74,85,77,65,76,66,74,59,73,46,61,59,57,53,56,11,6,15,11,14,3
3382,500000,76,72,16,17,19,31,68,70,20,66,69,59,66,56,88,80,59,79,84,90,79,58,70,70,68,65,57,67,64,9,14,11,8,7,1
3383,20000000,77,72,53,56,55,60,75,63,63,68,66,58,77,74,63,77,65,75,67,80,61,54,61,63,62,61,56,51,47,1,1,1,1,1,4
3384,20000000,72,75,30,31,37,50,68,66,33,65,63,64,67,64,92,74,66,70,90,77,62,54,67,63,64,40,67,61,71,7,15,7,9,7,1
3385,1000000,55,50,74,73,72,81,66,32,69,44,67,28,57,50,67,53,79,54,64,45,64,73,75,35,62,39,32,48,37,6,7,9,14,7,4
3386,300000,61,56,72,72,73,67,69,43,70,34,39,56,58,55,54,70,74,58,69,66,84,72,45,31,34,27,34,40,28,7,14,6,14,11,3
3387,20000000,71,70,19,15,16,44,68,68,16,66,58,57,67,63,81,70,74,74,80,77,56,77,73,69,67,55,34,70,73,13,11,13,10,11,4
3388,50000,20,14,13,14,13,18,72,13,22,40,31,13,32,23,42,32,60,58,49,42,67,14,60,20,25,16,12,73,14,67,75,66,77,75,2
3389,2200000,71,68,71,72,72,84,72,67,72,66,67,68,72,71,63,91,73,63,67,63,62,68,75,63,73,53,41,53,42,12,16,13,7,14,3
3390,20000000,60,60,74,69,73,68,66,29,75,50,66,32,58,58,71,63,74,49,69,61,72,68,56,25,32,26,34,44,33,7,13,7,9,11,3
3391,150000,71,74,37,46,56,58,67,65,57,67,47,66,67,65,90,66,63,86,90,86,78,51,68,72,67,37,37,40,58,11,14,12,8,6,4
3392,20000000,65,64,63,67,74,76,64,51,81,65,58,52,74,68,70,83,67,73,68,79,74,53,57,50,65,64,47,50,42,15,14,9,10,14,3
3393,150000,70,65,71,73,70,67,67,41,75,59,58,53,73,67,69,81,64,66,67,61,85,45,55,44,37,52,53,45,61,7,8,13,12,13,3
3394,350000,44,29,71,73,76,69,78,33,73,40,58,31,49,44,46,75,73,63,40,59,83,74,42,27,25,22,33,42,25,11,16,7,11,12,3
3395,20000000,74,60,20,20,18,71,72,77,26,59,65,45,63,38,68,66,83,54,68,53,51,68,72,74,59,32,35,64,57,9,15,10,12,6,4
3396,20000000,25,16,18,15,14,24,73,14,17,54,27,19,38,21,38,32,72,31,40,45,59,20,19,12,12,16,12,25,12,70,71,70,62,72,2
3397,20000000,73,77,25,29,35,35,66,65,37,72,65,63,66,70,78,79,61,70,79,77,70,45,78,61,68,66,61,76,66,9,13,8,13,13,4
3398,20000000,72,59,67,65,70,68,75,58,72,70,66,49,73,75,67,75,63,70,67,70,60,49,64,57,63,57,58,57,31,10,9,8,10,10,4
3399,20000000,66,57,68,70,68,71,69,53,75,62,67,47,72,64,71,90,80,69,69,68,33,61,55,30,36,39,35,37,40,16,7,7,12,12,3
3400,20000000,72,71,70,67,69,61,67,63,71,69,68,62,73,73,71,78,70,80,72,70,71,67,71,66,69,50,68,61,48,13,16,15,12,9,4
3401,20000000,59,39,72,73,72,72,66,37,78,42,63,35,58,67,67,63,72,62,69,60,70,71,35,31,23,30,40,33,25,15,9,14,11,10,3
3402,20000000,73,78,20,16,23,47,66,66,27,45,69,73,72,50,90,61,78,78,91,79,73,40,71,64,49,54,42,47,47,12,13,9,11,7,4
3403,20000000,74,71,37,47,45,52,67,70,41,71,59,75,72,73,72,59,58,82,62,77,50,54,73,68,74,81,80,67,61,15,15,14,12,8,4
3404,20000000,63,53,70,71,74,77,75,35,70,41,49,32,60,47,64,71,75,57,66,54,74,72,64,22,25,37,29,39,29,15,7,14,12,8,3
3405,20000000,70,69,68,69,70,78,75,67,74,72,63,62,70,65,80,92,60,79,78,80,67,64,71,57,60,59,40,49,55,7,8,16,11,10,1
3406,20000000,68,67,32,26,29,64,68,74,34,55,53,34,61,57,65,72,82,63,65,67,69,76,74,73,71,46,36,77,75,9,10,11,6,12,4
3407,20000000,71,70,71,68,67,70,69,68,70,60,63,73,72,63,79,79,59,74,78,74,68,55,79,44,69,70,70,55,52,13,15,6,9,10,1
3408,20000000,73,73,26,28,29,55,71,68,24,66,68,66,68,60,89,84,73,62,89,73,65,64,72,69,68,68,35,56,70,7,13,15,16,9,1
3409,900000,72,73,28,32,32,48,66,69,23,74,66,41,76,64,74,75,81,62,80,74,83,69,72,66,70,41,33,68,56,13,11,14,6,11,4
3410,800000,64,67,68,71,69,54,70,63,72,55,61,70,69,64,74,71,78,60,82,80,69,70,77,48,45,76,75,30,47,13,13,7,12,6,3
3411,20000000,57,43,66,67,80,85,69,52,81,56,60,49,69,63,68,78,72,61,70,62,70,51,62,39,46,49,50,48,32,14,7,14,14,11,3
3412,20000000,57,34,73,79,76,69,61,38,67,45,58,62,45,47,68,70,82,61,74,67,85,63,61,25,23,48,44,35,29,14,8,14,14,9,3
3413,20000000,68,72,67,71,68,51,62,68,64,64,61,79,72,70,75,80,70,58,79,68,59,66,74,54,74,75,76,68,60,6,10,12,9,10,4
3414,20000000,61,45,70,75,74,67,62,35,66,39,62,38,62,57,65,65,77,55,69,58,81,73,41,32,22,39,23,39,37,9,16,6,9,14,3
3415,20000000,76,72,66,64,69,65,69,52,67,76,75,60,76,71,68,74,65,75,70,77,63,45,69,58,59,60,50,54,51,8,14,7,12,16,4
3416,20000000,69,74,66,69,69,75,68,67,57,61,72,67,68,53,93,88,67,75,93,86,68,61,73,40,51,70,28,38,60,11,7,15,7,11,1
3417,20000000,70,74,25,34,32,65,68,69,47,62,70,65,67,60,90,70,52,89,90,91,73,55,73,65,65,62,45,53,62,13,15,13,6,9,1
3418,20000000,75,74,22,18,28,71,70,58,39,66,72,74,70,62,80,72,60,73,73,75,47,41,77,68,76,71,66,57,73,9,11,12,15,8,4
3419,20000000,75,80,19,13,20,27,66,63,24,63,64,71,68,66,86,52,46,79,80,84,72,41,67,62,70,68,55,54,57,15,15,14,9,10,1
3420,20000000,74,66,59,67,74,75,71,58,75,66,60,58,73,70,67,69,68,68,66,59,71,57,77,49,68,71,56,53,66,6,8,14,12,14,4
3421,20000000,69,77,25,29,33,69,64,75,25,69,73,68,56,42,94,71,57,83,93,88,64,45,77,69,65,74,67,64,62,11,14,10,15,10,1
3422,400000,74,76,30,35,33,51,63,67,40,69,64,66,73,70,77,63,56,79,74,75,46,45,62,60,64,70,73,68,61,8,13,16,11,9,4
3423,20000000,67,70,70,67,72,70,71,47,70,66,72,69,65,60,75,83,73,58,79,70,57,57,61,31,43,62,61,41,40,10,12,15,11,7,3
3424,20000000,66,61,64,77,72,69,69,63,70,51,61,67,60,56,78,90,75,67,78,77,60,52,60,45,66,60,43,44,39,9,13,8,6,9,3
